FISHID,TOWID,PERIOD,TOWDATE,STRAT,LAT,LON,SEASON,SEX,MATURITY,LENGTH,OTO_WT,A1,A2,AGE
201684_157_32242,201684_157,IBS2,01/06/17,CCB,41.88335,-70.39906667,WINTER,M,U,59.5,0.41,2.52,5.84,4
201684_173_33732,201684_173,IBS2,01/15/17,WGOM,43.18651667,-69.95335,WINTER,M,U,55,0.28,1.99,4.39,4
201684_180_34732,201684_180,IBS2,01/19/17,WGOM,42.45566667,-70.08673333,WINTER,M,U,46.5,0.31,2.26,4.67,4
201684_189_36465,201684_189,IBS2,01/29/17,JEFF,42.5584,-70.44328333,WINTER,F,R,57,0.36,2.78,4.93,4
201684_191_37377,201684_191,IBS2,01/29/17,JEFF,42.68275,-70.30135,WINTER,F,U,68,0.5,3.29,5.71,4
201684_191_37378,201684_191,IBS2,01/29/17,JEFF,42.68275,-70.30135,WINTER,M,U,77.5,0.57,2.84,5.32,5
201684_79_16606,201684_79,IBS2,11/19/16,STELL,42.11223333,-70.41668333,WINTER,M,U,72,0.6,2.64,4.72,7
201684_89_18002,201684_89,IBS2,11/25/16,STELL,42.3295,-70.33245,WINTER,M,R,66,0.53,2.96,4.99,5
201684_90_18360,201684_90,IBS2,11/25/16,STELL,42.32728333,-70.305,WINTER,M,U,44.5,0.26,3.12,5.52,2
201780_103_20180,201780_103,IBS2,05/16/17,JEFF,42.7826,-70.39198333,SPRING,F,R,72,0.54,2.55,4.67,6
201780_105_20842,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,M,U,53.9,0.43,2.46,5.15,5
201780_105_20843,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,F,R,57,0.4,2.04,4.81,4
201780_105_20844,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,F,R,81.6,0.74,3.1,5.32,6
201780_105_20845,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,M,U,50.4,0.42,1.76,4.8,6
201780_105_20846,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,F,R,81.7,0.74,1.96,4.48,6
201780_105_20847,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,M,U,61.9,0.57,1.88,4.16,5
201780_105_20848,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,M,U,68.7,0.51,2.27,5.75,4
201780_105_20849,201780_105,IBS2,05/16/17,IBAY,42.84736667,-70.59663333,SPRING,M,U,43.8,0.3,1.88,4.61,4
201780_106_21109,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,M,U,61.7,0.4,2.56,4.9,4
201780_106_21114,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,M,U,48.7,0.48,2.11,4.57,6
201780_106_21115,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,F,R,58,0.42,1.24,4.57,5
201780_106_21116,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,M,R,79.5,0.66,1.87,3.55,7
201780_106_21119,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,M,R,64.8,0.58,1.59,4.12,6
201780_106_21120,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,M,R,79.3,0.69,2.56,4.68,6
201780_106_21121,201780_106,IBS2,05/16/17,JEFF,42.87253333,-70.46778333,SPRING,F,R,77.7,0.57,2.77,3.88,5
201780_157_32701,201780_157,IBS2,06/25/17,IBAY,42.88245,-70.62881667,SPRING,M,R,59.5,0.47,2.2,4.77,5
201780_157_32702,201780_157,IBS2,06/25/17,IBAY,42.88245,-70.62881667,SPRING,M,U,71.2,0.7,2.08,3.66,7
201780_157_32704,201780_157,IBS2,06/25/17,IBAY,42.88245,-70.62881667,SPRING,M,U,56.1,0.54,1.67,4.17,6
201780_157_32707,201780_157,IBS2,06/25/17,IBAY,42.88245,-70.62881667,SPRING,M,U,69.6,0.74,1.53,3.39,7
201780_157_32710,201780_157,IBS2,06/25/17,IBAY,42.88245,-70.62881667,SPRING,F,U,45.8,0.32,1.48,4.21,4
201780_158_33218,201780_158,IBS2,06/25/17,JEFF,42.9517,-70.44866667,SPRING,M,U,55,0.55,1.57,4.91,6
201780_158_33241,201780_158,IBS2,06/25/17,JEFF,42.9517,-70.44866667,SPRING,M,U,79,0.67,1.54,3.68,7
201780_21_2486,201780_21,IBS2,04/12/17,WGOM,42.30933333,-70.04063333,SPRING,F,U,84,0.82,1.37,3.12,7
201780_25_3302,201780_25,IBS2,04/12/17,STELL,42.42888333,-70.33311667,SPRING,F,U,51,0.39,2.11,4.1,5
201780_25_3319,201780_25,IBS2,04/12/17,STELL,42.42888333,-70.33311667,SPRING,F,R,62,0.6,2.27,4.38,6
201780_26_3868,201780_26,IBS2,04/12/17,STELL,42.43211667,-70.41561667,SPRING,F,R,54,0.33,2.18,4.2,4
201780_26_3871,201780_26,IBS2,04/12/17,STELL,42.43211667,-70.41561667,SPRING,F,U,92,0.76,2.95,5.09,5
201780_78_15428,201780_78,IBS2,05/04/17,STELL,42.32148333,-70.31005,SPRING,M,R,32.3,0.13,2.1,5.15,2
201781_102_18314,201781_102,IBS2,12/15/17,JEFF,42.79523333,-70.46315,WINTER,F,R,71.5,0.54,3,5.75,4
201781_102_18316,201781_102,IBS2,12/15/17,JEFF,42.79523333,-70.46315,WINTER,M,U,75,0.66,3.93,5.59,5
201781_103_18551,201781_103,IBS2,12/15/17,JEFF,42.85976667,-70.44326667,WINTER,M,U,72.9,0.56,4.15,5.44,4
201781_109_19777,201781_109,IBS2,12/17/17,PLATTS,43.17605,-69.56638333,WINTER,M,R,31.3,0.15,2.34,4.19,2
201781_123_23280,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,F,R,57.1,0.31,2.2,5.69,3
201781_123_23281,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,M,U,74.5,0.58,3.17,5.36,6
201781_123_23284,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,M,U,44.7,0.31,1.9,3.35,5
201781_123_23285,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,M,U,63.3,0.51,2.18,4.01,5
201781_123_23286,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,F,R,66.7,0.57,3.27,4.79,6
201781_123_23287,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,M,R,80.9,0.79,2.81,5.36,7
201781_123_23290,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,M,U,56.1,0.38,2.53,4.9,4
201781_123_23291,201781_123,IBS2,01/10/18,JEFF,42.56591667,-70.4198,WINTER,F,R,59.1,0.47,2.61,4.56,5
201781_78_13506,201781_78,IBS2,12/03/17,STELL,42.21318333,-70.45725,WINTER,M,U,51.6,0.35,2.54,4.78,3
201781_78_13507,201781_78,IBS2,12/03/17,STELL,42.21318333,-70.45725,WINTER,M,U,50,0.32,2.96,5.28,3
201781_78_13508,201781_78,IBS2,12/03/17,STELL,42.21318333,-70.45725,WINTER,M,U,56.3,0.43,2.59,4.58,4
201781_78_13509,201781_78,IBS2,12/03/17,STELL,42.21318333,-70.45725,WINTER,M,U,47.3,0.29,1.2,3.06,4
201781_78_13511,201781_78,IBS2,12/03/17,STELL,42.21318333,-70.45725,WINTER,M,U,40,0.23,2.65,4.55,3
201781_86_15292,201781_86,IBS2,12/07/17,JEFF,42.71033333,-70.3295,WINTER,F,R,71.9,0.8,2.03,4.75,8
201781_86_15293,201781_86,IBS2,12/07/17,JEFF,42.71033333,-70.3295,WINTER,M,U,48.9,0.35,3.27,5.86,3
201781_97_16993,201781_97,IBS2,12/09/17,MBAY,42.31138333,-70.61415,WINTER,M,R,45.5,0.29,2.88,4.82,3
201781_98_17454,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,73.9,0.62,3.03,6.53,4
201781_98_17455,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,F,R,73.9,0.46,3.74,6.17,4
201781_98_17456,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,F,R,60.8,0.39,3.72,5.76,3
201781_98_17457,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,67.6,0.5,3.68,6.32,4
201781_98_17463,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,68.3,0.44,1.44,3.22,4
201781_98_17467,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,58.3,0.37,3.43,6.33,3
201781_98_17468,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,F,R,52.6,0.31,2.79,4.77,3
201781_98_17470,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,67.1,0.5,3.34,5.93,4
201781_98_17474,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,61.3,0.51,2.3,5.37,4
201781_98_17477,201781_98,IBS2,12/09/17,MBAY,42.36551667,-70.53603333,WINTER,M,U,70.7,0.55,3.71,6.09,4
